NomeLoja;EnderecoWeb;Endereco;Cidade;CEP;CNPJ;Horario;GrupoCardapio;0;1
Marmitaria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marmitaria-caetes-i/31630552-befd-4f6a-b412-bbb77d5ce0c1;Rua Cento e Trinta E Três, 5 - Caetés I;Abreu e Lima - PE;53530-190;46.707.695/0001-47;['Segunda-feira - 00:00 às 02:00 - 08:00 às 23:59', 'Terça-feira - 00:00 às 02:00 - 08:00 às 23:59', 'Quarta-feira - 00:00 às 02:00 - 08:00 às 23:59', 'Quinta-feira - 00:00 às 02:00 - 08:00 às 23:59', 'Sexta-feira - 00:00 às 02:00 - 08:00 às 23:59', 'Sábado - 00:00 às 02:00 - 07:00 às 23:59', 'Domingo - 00:00 às 02:00 - 08:00 às 23:59'];['destaques', 'parmegiana', 'cuscuz recheado', 'combo nordestino', 'sucos'];;
Império Caetés;https://www.ifood.com.br/delivery/abreu-e-lima-pe/imperio-caetes-caetes-i/1e9b9b63-730d-48eb-869a-7367f1d43e5e;Rua Cento e Vinte E Oito, 6 - Caetes I;Abreu e Lima - PE;53530-130;39.706.002/0001-36;['Segunda-feira - 09:00 às 17:00', 'Terça-feira - 09:00 às 17:00', 'Quarta-feira - 09:00 às 17:00', 'Quinta-feira - 09:00 às 17:00', 'Sexta-feira - 09:00 às 17:00', 'Sábado - 09:00 às 17:00', 'Domingo - 09:00 às 12:00'];['cupom cupom cupom', 'temperos', 'amendoim e castanha', 'farinha-aveias-grãos', 'cereais-confeitos-doces', 'frutas secas', 'ervas-chás'];;
Summer Acaiteria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-caetes-ii/df49d437-4af9-4120-a8d4-ffd3033af298;Avenida A, 5 - Caetés Ii;Abreu e Lima - PE;53540-010;34.635.246/0001-51;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['summer cup'];;
Caldeirao Arretado;https://www.ifood.com.br/delivery/abreu-e-lima-pe/caldeirao-arretado-caetes-i/5fe5aa50-78a0-4bbb-8dfa-ebb13dfab6e4;Rua Cento e Oitenta E Quatro, 245 - Caetés I;Abreu e Lima - PE;53530-464;44.252.624/0001-71;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - 11:00 às 15:00', 'Domingo - 10:30 às 15:00'];['pratos principais', 'extras', 'bebidas'];;
Capitão Barca;https://www.ifood.com.br/delivery/paulista-pe/capitao-barca-artur-lundgren-i/d347629d-d074-49ae-b7cc-def32091c415;Travessa da Resistência, 87 - Artur Lundgren I;Paulista - PE;53417-781;45.131.293/0001-84;['Segunda-feira - 00:00 às 01:30 - 18:00 às 23:59', 'Terça-feira - 00:00 às 01:30 - 18:30 às 23:59', 'Quarta-feira - 00:00 às 01:30 - 18:30 às 23:59', 'Quinta-feira - 00:00 às 01:30 - 18:30 às 23:59', 'Sexta-feira - 00:00 às 01:30 - 18:30 às 23:59', 'Sábado - 00:00 às 01:30 - 18:00 às 23:59', 'Domingo - 00:00 às 02:00 - 18:00 às 23:59'];['barcas.', 'combos individuais', 'petiscos', 'hot dogs', 'acompanhamentos', 'bebidas'];;
Summer Açaíteria Gourmet;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-gourmet-caetes-ii/9b117297-dd16-43fe-8283-9f1e9b69eff0;Rua Dezoito, 5 - Caetés Ii;Abreu e Lima - PE;53540-200;48.870.439/0001-00;['Segunda-feira - 14:00 às 22:00', 'Terça-feira - 14:00 às 22:00', 'Quarta-feira - 14:00 às 22:00', 'Quinta-feira - 14:00 às 22:00', 'Sexta-feira - 14:00 às 22:00', 'Sábado - 14:00 às 22:00', 'Domingo - 14:00 às 22:00'];['summer cup', 'açaí batido tradicional'];;
Delicias da Viic;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-viic-arthur-lundgren-ii/2d34fab7-ae7f-4e5e-9b11-ed413c246d5c;Primeira Travessa Surubim, 10 - Arthur Lundgren Ii;Paulista - PE;53418-040;42.729.523/0001-13;['Segunda-feira - 00:00 às 00:30 - 12:00 às 23:59', 'Terça-feira - 00:00 às 00:30 - 12:00 às 23:59', 'Quarta-feira - 00:00 às 00:30 - 12:00 às 23:59', 'Quinta-feira - 00:00 às 00:30 - 12:00 às 23:59', 'Sexta-feira - 00:00 às 00:30 - 12:00 às 23:59', 'Sábado - 00:00 às 00:30 - 12:00 às 23:59', 'Domingo - 00:00 às 00:30 - 11:00 às 23:59'];"['bombom no pote', ""brownie's"", 'copo mousse', 'creme gelado', 'pudim no pote', 'caixinha d brigadeiro']";;
Doces de Maria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doces-de-maria-caetes-ii/30a08aba-14c3-45ad-a3cf-c32b1a2a0823;Rua Vinte e Dois, 55 - Caetés Ii;Abreu e Lima - PE;53540-310;48.349.046/0001-47;['Segunda-feira - 13:30 às 21:00', 'Terça-feira - 09:00 às 20:00', 'Quarta-feira - 09:00 às 20:00', 'Quinta-feira - 09:00 às 20:00', 'Sexta-feira - 09:00 às 20:00', 'Sábado - 09:00 às 20:00', 'Domingo - 09:00 às 20:00'];['brownies'];;
Restaurante da Charque;https://www.ifood.com.br/delivery/paulista-pe/restaurante-da-charque-artur-lundgren-ii/fc0b394d-a7fc-4613-97a8-c4de51a225cd;Rua Projetada, 15 - Artur Lundgren Ii;Paulista - PE;53417-600/;32.706.969/0001-79;['Segunda-feira - Não abre', 'Terça-feira - 10:30 às 16:00', 'Quarta-feira - 10:30 às 16:00', 'Quinta-feira - 10:30 às 16:00', 'Sexta-feira - 10:30 às 16:00', 'Sábado - 10:30 às 16:00', 'Domingo - 10:00 às 16:00'];['almoço comercial', 'executivos', 'refeições', 'porções', 'bebidas', 'petisco'];;
Thays Sweets Gourmet;https://www.ifood.com.br/delivery/abreu-e-lima-pe/thays-sweets-gourmet-caetes-i/5c112f78-1a03-4b66-be08-76a5bcb5dc35;Rua Cento e Quarenta E Dois, 16 - Caetés I;Abreu e Lima - PE;53530-280;41.199.099/0001-80;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - 14:00 às 23:00'];['destaques', 'brownie recheado', 'dudu gourmet', 'bolo de noiva', 'brownie no pote', 'bebidas', 'brownie com oleaginosas e gotas de choco'];;
Erika Cake Design;https://www.ifood.com.br/delivery/abreu-e-lima-pe/erika-cake-design-caetes-i/a1adb558-36c0-4b8b-b9bc-28431003a9aa;Rua Cento e Quarenta E Nove, 75 - Caetés I;Abreu e Lima - PE;53530-390;40.866.267/0001-80;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 11:00 às 18:30', 'Quinta-feira - 11:00 às 18:30', 'Sexta-feira - 11:00 às 18:30', 'Sábado - 11:00 às 18:30', 'Domingo - 11:00 às 17:00'];['doces gourmet'];;
Sales Burguer Açai;https://www.ifood.com.br/delivery/paulista-pe/sales-burguer-acai-arthur-lundgren-ii/830aa8af-a5f9-4b58-96c0-d47151ead634;Rua Pastor Gedeão Rosa dos Santos, 195 - Arthur Lundgren Ii;Paulista - PE;53416-590;36.766.365/0001-79;['Segunda-feira - 08:30 às 23:00', 'Terça-feira - 08:30 às 22:00', 'Quarta-feira - 08:30 às 22:30', 'Quinta-feira - 11:00 às 15:00 - 17:00 às 22:30', 'Sexta-feira - 09:30 às 22:30', 'Sábado - 08:45 às 22:30', 'Domingo - 11:00 às 22:00'];['hambúrguer , açai e crepe'];;
Seu Cabeça;https://www.ifood.com.br/delivery/abreu-e-lima-pe/seu-cabeca-caetes-ii/5c7c31db-d5a8-4540-b794-90d2fd6f065a;Rua Trinta e Dois, 16 - Caetés Ii;Abreu e Lima - PE;53540-400;28.577.242/0001-61;['Segunda-feira - 15:30 às 23:30', 'Terça-feira - 17:00 às 23:00', 'Quarta-feira - 17:00 às 23:00', 'Quinta-feira - 17:00 às 23:00', 'Sexta-feira - 17:00 às 23:00', 'Sábado - 15:45 às 23:00', 'Domingo - 15:30 às 23:00'];['burguer'];;
Sr. Batata;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/e837a88f-8991-47d8-a361-a055d601171e;Rua Cento e Cinqüenta, 6 - Caetés I;Abreu e Lima - PE;53530-392;46.639.774/0001-68;['Segunda-feira - 09:00 às 22:15', 'Terça-feira - 09:00 às 22:15', 'Quarta-feira - 09:00 às 22:15', 'Quinta-feira - 09:00 às 22:15', 'Sexta-feira - 09:00 às 22:15', 'Sábado - 09:00 às 22:15', 'Domingo - 09:00 às 22:15'];['bebidas', 'cupom de desconto', 'pão pizza', 'sobremesas', 'coxinhas', 'salgados'];;
Sr. Batata;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/50b46bcc-ceea-48c3-9fe6-f368027840b3;Rua Cento e Cinqüenta, 6 - Caetés I;Abreu e Lima - PE;53530-392;32.975.285/0001-72;['Segunda-feira - 07:00 às 22:30', 'Terça-feira - 07:00 às 22:30', 'Quarta-feira - 07:00 às 22:30', 'Quinta-feira - 07:00 às 22:30', 'Sexta-feira - 07:00 às 22:30', 'Sábado - 07:00 às 22:30', 'Domingo - 07:00 às 22:30'];['bolo de noiva', 'cupom de desconto', 'coxinhas', 'salgados', 'sobremesas', 'bebidas'];;
Rei do Almoço;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rei-do-almoco-caetes-ii/7b24d6a5-0f69-47a5-80ef-1352df51df30;Rua Sete, 31 - Caetés Ii;Abreu e Lima - PE;53540-090;46.298.771/0001-08;['Segunda-feira - Não abre', 'Terça-feira - 11:00 às 15:00', 'Quarta-feira - 11:00 às 15:00', 'Quinta-feira - 11:00 às 15:00', 'Sexta-feira - 11:00 às 15:00', 'Sábado - 11:00 às 15:00', 'Domingo - 11:00 às 15:00'];['tem cupom pra você'];;
Inbrasa Burguer;https://www.ifood.com.br/delivery/abreu-e-lima-pe/inbrasa-burguer-caetes-i/8516a5fb-fd45-4f85-8f21-45bd48cb4f76;Rua Cento e Noventa E Cinco, 209 - Caetés I;Abreu e Lima - PE;53530-486;38.830.979/0001-06;['Segunda-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Terça-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quarta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Quinta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sexta-feira - 11:00 às 15:00 - 18:00 às 23:00', 'Sábado - 11:00 às 15:00 - 18:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['hambúrguer artesanal', 'refrigerante', 'salgados'];;
Turma da Pizza;https://www.ifood.com.br/delivery/abreu-e-lima-pe/turma-da-pizza-caetes-ii/c847fcf9-4227-4c28-89df-517e66d44a8b;Rua Trinta e Um, 75 - Caetés Ii;Abreu e Lima - PE;53540-390;35.724.543/0001-36;['Segunda-feira - 11:00 às 23:59', 'Terça-feira - 11:00 às 23:59', 'Quarta-feira - 11:00 às 23:59', 'Quinta-feira - 11:00 às 23:59', 'Sexta-feira - 11:00 às 23:59', 'Sábado - 11:00 às 23:59', 'Domingo - 11:00 às 23:59'];['pizzas da noite'];;
Carne Padrao;https://www.ifood.com.br/delivery/abreu-e-lima-pe/carne-padrao-caetes-ii/fe1e8111-a707-4504-906c-33874f9c76c0;Rua Trinta e Quatro, 95 - Caetés Ii;Abreu e Lima - PE;53540-720;34.981.799/0001-66;['Segunda-feira - Não abre', 'Terça-feira - 16:00 às 22:00', 'Quarta-feira - 16:00 às 22:00', 'Quinta-feira - 16:00 às 22:00', 'Sexta-feira - 16:00 às 22:00', 'Sábado - 16:00 às 22:00', 'Domingo - 09:00 às 16:00'];['espetinhos', 'refrigerantes'];;
Burger Grill;https://www.ifood.com.br/delivery/paulista-pe/burger-grill-artur-lundgren-ii/6e96e03b-ee8c-406c-aee9-a1e1cc8d415c;Rua Salgadinho, 24 - Artur Lundgren Ii;Paulista - PE;53416-560;47.736.341/0001-93;['Segunda-feira - 08:00 às 23:59', 'Terça-feira - 08:00 às 23:59', 'Quarta-feira - 08:00 às 23:59', 'Quinta-feira - 08:00 às 23:59', 'Sexta-feira - 08:00 às 23:59', 'Sábado - 08:00 às 23:59', 'Domingo - 08:00 às 23:59'];['hambúrguer'];;
King batata's gourmet;https://www.ifood.com.br/delivery/abreu-e-lima-pe/king-batatas-gourmet-caetes-i/5d6bb7df-9429-4fe3-ace3-f66027121cfb;Rua Cento e Cinqüenta E Oito, 76 - Caetés I;Abreu e Lima - PE;53530-408;37.316.962/0001-64;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - 11:00 às 23:59', 'Domingo - Não abre'];"[""king batata's gourmet"", 'bebidas']";;
Dagoma Tapiocaria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dagoma-tapiocaria-caetes-i/6114fbf4-9c08-4d22-bec8-7bb4758e0921;Rua Cento e Noventa E Sete, 206 - Caetés I;Abreu e Lima - PE;53530-490;43.224.462/0001-03;['Segunda-feira - 07:30 às 22:00', 'Terça-feira - 07:30 às 22:00', 'Quarta-feira - 07:30 às 22:00', 'Quinta-feira - 07:30 às 22:00', 'Sexta-feira - 07:30 às 22:00', 'Sábado - 08:45 às 23:00', 'Domingo - 08:45 às 23:00'];['tapiocas', 'monte sua tapioca'];;
Acai Delicia;https://www.ifood.com.br/delivery/paulista-pe/acai-delicia-arthur-lundgren-ii/dd980a97-c8dc-4521-8b32-50ba9242c6a3;Travessa Petrolina Oit, 24 - Arthur Lundgren Ii;Paulista - PE;53401-970;44.794.534/0001-02;['Segunda-feira - 10:00 às 23:59', 'Terça-feira - 10:00 às 23:59', 'Quarta-feira - 10:00 às 23:59', 'Quinta-feira - 10:00 às 23:59', 'Sexta-feira - 10:00 às 23:59', 'Sábado - 10:00 às 23:59', 'Domingo - 10:00 às 23:59'];['destaques', 'creme gourmet'];;
Vila Açaiteria;https://www.ifood.com.br/delivery/abreu-e-lima-pe/vila-acaiteria-caetes-i/3fd06fb1-b666-4ff5-b1a0-b5d8e60a7018;Rua Quatro, 28 - Caetés I;Abreu e Lima - PE;53530-580;31.179.470/0001-98;['Segunda-feira - 19:00 às 23:59', 'Terça-feira - 19:00 às 23:00', 'Quarta-feira - 19:00 às 23:59', 'Quinta-feira - 19:00 às 23:00', 'Sexta-feira - 19:00 às 23:59', 'Sábado - 13:00 às 23:59', 'Domingo - 13:00 às 23:59'];['promo clone de açaí!!!*', 'vila copo açaí', 'monte seu açaí!!! :)'];;
Barraca das bugigangas;https://www.ifood.com.br/delivery/paulista-pe/barraca-das-bugigangas-artur-lundgren-ii/4c51e340-c004-4eb2-8247-e12f27a3f85d;Rua Surubim, 107 - Artur Lundgren Ii;Paulista - PE;53416-550;30.418.390/0001-85;['Segunda-feira - 10:00 às 23:00', 'Terça-feira - 00:00 às 02:00 - 18:00 às 23:59', 'Quarta-feira - 00:00 às 02:00 - 18:00 às 23:59', 'Quinta-feira - 00:00 às 02:00 - 18:00 às 23:59', 'Sexta-feira - 00:00 às 02:00 - 18:00 às 23:59', 'Sábado - 00:00 às 02:00 - 18:00 às 23:59', 'Domingo - 00:00 às 02:00 - 18:00 às 23:59'];['gelo', 'carvão', 'promoção'];;
Top Burguer Açai;https://www.ifood.com.br/delivery/paulista-pe/top-burguer-acai-arthur-lundgren-ii/35676cdc-a20b-40e3-90e6-65c6ef6ad37f;Rua Olinda, 80 - Arthur Lundgren Ii;Paulista - PE;53416-570;37.391.450/0001-62;['Segunda-feira - 18:00 às 23:59', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:59', 'Quinta-feira - 18:00 às 23:59', 'Sexta-feira - 18:00 às 23:59', 'Sábado - 00:00 às 01:00 - 18:00 às 23:59', 'Domingo - 00:00 às 01:00 - 18:00 às 23:59'];['batata fritas', 'bebidas'];;
Burger081;https://www.ifood.com.br/delivery/paulista-pe/burger081-artur-lundgren-ii/8ac36693-ddba-40e0-818f-3f760756d09a;Rua Olinda, 80 - Artur Lundgren Ii;Paulista - PE;53416-570;36.611.592/0001-25;['Segunda-feira - 10:30 às 23:59', 'Terça-feira - Não abre', 'Quarta-feira - 13:30 às 23:30', 'Quinta-feira - 13:30 às 23:59', 'Sexta-feira - 00:00 às 01:30 - 13:30 às 23:59', 'Sábado - 13:00 às 23:59', 'Domingo - Não abre'];['destaques', 'açaí', 'clone de açaí'];;
Aroma & Sabor Café da Manhã e Lanches;https://www.ifood.com.br/delivery/paulista-pe/aroma--sabor-cafe-da-manha-e-lanches-artur-lundgren-ii/24206a52-2a2e-4fb7-b2cb-670825d1e2b1;Rua Jardim, 155 - Artur Lundgren Ii;Paulista - PE;53416-170;43.342.684/0001-12;['Segunda-feira - Não abre', 'Terça-feira - 16:00 às 22:30', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['destaques', 'cupom de desconto r$ 10', 'baguetes especias de 15cm', 'sanduíches', 'combos mais vendidos do ifood', 'tapioca salgada', 'bora de pastel', 'bebidas'];;
Nado's Bar;https://www.ifood.com.br/delivery/paulista-pe/nados-bar-artur-lundgren-i/bc039180-4efb-493e-9316-95fb95e0af5c;Rua Lagoas, 76 - Artur Lundgren I;Paulista - PE;53415-710;35.916.900/0001-68;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - Não abre'];['cuscuz', 'parmegiana', 'jantar', 'petiscos', 'refrigerantes'];;
Black Burguer;https://www.ifood.com.br/delivery/abreu-e-lima-pe/black-burguer-caetes-ii/6df504c7-7d6e-4ef5-95aa-947b9a4f09ff;Avenida Rinaldo Pinho Alves, 0 - Caetes Ii;Abreu e Lima - PE;52490-000;47.139.153/0001-88;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 18:30 às 23:30', 'Quinta-feira - 18:30 às 23:30', 'Sexta-feira - 18:30 às 23:30', 'Sábado - 18:30 às 23:30', 'Domingo - 18:30 às 23:30'];['cupom de desconto', 'hambúrgueres artesanais', 'acompanhamentos', 'bebidas'];;
MASSAS VULSINI;https://www.ifood.com.br/delivery/paulista-pe/massas-vulsini-artur-lundgren-i/6eada5d3-623d-4989-928f-94772c40ec5e;Rua do Lima, 10 - Artur Lundgren I;Paulista - PE;53417-755;39.589.086/0001-75;['Segunda-feira - 10:30 às 23:59', 'Terça-feira - 10:30 às 23:59', 'Quarta-feira - 10:30 às 23:59', 'Quinta-feira - 10:30 às 23:59', 'Sexta-feira - 10:30 às 23:59', 'Sábado - 10:30 às 23:59', 'Domingo - 10:30 às 23:59'];['executivos individuais', 'para duas pessoas'];;
Cantinho dos Brander;https://www.ifood.com.br/delivery/paulista-pe/cantinho-dos-brander-artur-lundgren-i/beea7ea8-7657-4656-a9ec-fc07f3ecb049;Rua Venturosa, 5 - Artur Lundgren I;Paulista - PE;53415-510;29.416.174/0001-11;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - Não abre', 'Quinta-feira - Não abre', 'Sexta-feira - Não abre', 'Sábado - Não abre', 'Domingo - 00:00 às 01:00'];['milk shake', 'açaí', 'petiscos', 'bebidas', 'lanches'];;
Flixgellatos;https://www.ifood.com.br/delivery/paulista-pe/flixgellatos-artur-lundgren-ii/ad28e587-0e26-4168-99bd-a4b641d313ab;Rua Paulista, 100 - Artur Lundgren Ii;Paulista - PE;53416-420;37.905.636/0001-92;['Segunda-feira - 11:00 às 23:00', 'Terça-feira - 10:00 às 23:00', 'Quarta-feira - 10:00 às 23:00', 'Quinta-feira - 10:00 às 23:00', 'Sexta-feira - 10:00 às 23:00', 'Sábado - 10:00 às 23:00', 'Domingo - 11:00 às 15:00 - 18:00 às 23:00'];['açaí', 'hot dog', 'bebidas'];;
Villa Burguer Paulista;https://www.ifood.com.br/delivery/paulista-pe/villa-burguer-paulista-artur-lundgren-i/ec34c8cb-a684-45b4-a669-4c9beb22b08b;Rua Um, 1 - Artur Lundgren I;Paulista - PE;53417-701;19.270.323/0001-23;['Segunda-feira - Não abre', 'Terça-feira - 18:00 às 23:00', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 17:45 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['destaques', 'hambúrguer artesanal', 'hambúrguer normal'];;
Salt Hamburgueria;https://www.ifood.com.br/delivery/paulista-pe/salt-hamburgueria-artur-lundgren-i/2b188d80-79ee-4cb2-a91f-9cafad6f80e1;Rua Macaparana, 135 - Artur Lundgren I;Paulista - PE;53417-450;40.204.663/0001-42;['Segunda-feira - Não abre', 'Terça-feira - 18:30 às 23:00', 'Quarta-feira - 18:30 às 23:30', 'Quinta-feira - 18:30 às 23:15', 'Sexta-feira - 18:30 às 23:15', 'Sábado - 18:30 às 23:15', 'Domingo - 20:30 às 23:30'];['promoção', 'linha premium', 'combos'];;
Milk Shake Mix Paulista;https://www.ifood.com.br/delivery/paulista-pe/milk-shake-mix-paulista-paratibe/da5555dc-6857-416f-b5c4-49191c68707d;Avenida Floresta, 1 - Paratibe;Paulista - PE;53413-325;24.058.842/0001-62;['Segunda-feira - Não abre', 'Terça-feira - Não abre', 'Quarta-feira - 17:00 às 22:00', 'Quinta-feira - 17:00 às 22:00', 'Sexta-feira - 17:00 às 22:00', 'Sábado - 17:00 às 22:00', 'Domingo - 17:00 às 22:00'];['milk shake', 'bebidas', 'diversos', 'açaí'];;
Cristo Rei Mercearia e Lanches;https://www.ifood.com.br/delivery/paulista-pe/cristo-rei-mercearia-e-lanches-nossa-senhora-da-conceicao/f3f744c6-06bf-4b9f-864b-2fb2e3d25bbb;Rua Santa Ana, 350 - Nossa Senhora da Conceicao;Paulista - PE;53402-100;43.422.678/0001-75;['Segunda-feira - 13:00 às 22:00', 'Terça-feira - 09:00 às 22:00', 'Quarta-feira - 09:00 às 22:00', 'Quinta-feira - 09:00 às 22:00', 'Sexta-feira - 09:00 às 23:00', 'Sábado - 09:00 às 23:00', 'Domingo - 09:00 às 23:00'];['destaques', 'açaí', 'bebidas'];;
Point do Açaí Lanchonete;https://www.ifood.com.br/delivery/paulista-pe/point-do-acai-lanchonete-artur-lundgren-i/71088bf5-c03d-47f3-9cbb-e618f7e6b46b;Rua Toritama, 15 - Artur Lundgren I;Paulista - PE;53415-450;35.581.547/0001-02;['Segunda-feira - 08:00 às 23:00', 'Terça-feira - 08:00 às 23:59', 'Quarta-feira - 08:00 às 23:59', 'Quinta-feira - 08:00 às 23:59', 'Sexta-feira - 00:00 às 01:00 - 08:00 às 23:59', 'Sábado - 00:00 às 01:00 - 08:00 às 23:00', 'Domingo - 08:00 às 23:00'];['açaí', 'salgados', 'bebidas', 'açaí trufado ', 'pastéis 5 sabores '];;
Delicias Food;https://www.ifood.com.br/delivery/paulista-pe/delicias-food-artur-lundgren-i/25bac7d1-56a5-498e-84c3-1c589941670f;Rua Goiana, 196 - Artur Lundgren I;Paulista - PE;53417-290;37.770.025/0001-84;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - Não abre', 'Quarta-feira - 18:00 às 23:00', 'Quinta-feira - 18:00 às 23:00', 'Sexta-feira - 18:00 às 23:00', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['hambúrguer artesanal', 'cachorro quente gourmet 17cm', 'pratos'];;
Rainhas do  Petisco;https://www.ifood.com.br/delivery/paulista-pe/rainhas-do--petisco-nossa-senhora-da-conceicao/cf8a801f-2e1d-4f96-a7fd-23136f8e54dd;Rua Belo Vale, 480 - Nossa Senhora da Conceicao;Paulista - PE;53425-560;41.544.398/0001-04;['Segunda-feira - Não abre', 'Terça-feira - 18:00 às 22:00', 'Quarta-feira - 18:00 às 22:00', 'Quinta-feira - Não abre', 'Sexta-feira - 18:00 às 22:00', 'Sábado - 11:00 às 20:00', 'Domingo - 11:00 às 17:00'];['petiscos', 'refrigerante'];;
King Esfiha;https://www.ifood.com.br/delivery/paulista-pe/king-esfiha-artur-lundgren-i/e8f844ce-8048-4ac4-a0e7-f3298b3bfbc7;Rua São Bento, 4402 - Artur Lundgren I;Paulista - PE;53417-480;45.627.804/0001-53;['Segunda-feira - 18:00 às 23:00', 'Terça-feira - 18:00 às 22:00', 'Quarta-feira - 18:00 às 22:00', 'Quinta-feira - 18:00 às 22:00', 'Sexta-feira - Não abre', 'Sábado - 18:00 às 23:00', 'Domingo - 18:00 às 23:00'];['esfihas salgadas', 'esfihas doces', 'bebidas', 'combos', 'promoções'];;
Burguer Mania;https://www.ifood.com.br/delivery/paulista-pe/burguer-mania-paratibe/1479d71e-ea32-4047-a340-e9592e7c3a98;Rua Agamenon Magalhães, 82 - Paratibe;Paulista - PE;53413-350;48.028.181/0001-90;['Segunda-feira - 18:00 às 23:59', 'Terça-feira - 18:00 às 23:59', 'Quarta-feira - 18:00 às 23:59', 'Quinta-feira - 18:00 às 23:59', 'Sexta-feira - 18:00 às 23:59', 'Sábado - 18:00 às 23:59', 'Domingo - Não abre'];['hamburguer artesanal', 'açai', 'bebidas'];;
